,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiorparietal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.5333333333333333,0.0,0.0,0.044444444444444446,0.0,0.4222222222222222,0.0,0.0
caudalmiddlefrontal-rh,0.0,0.7073170731707317,0.25609756097560976,0.0,0.012195121951219513,0.0,0.012195121951219513,0.012195121951219513
inferiorparietal-rh,0.014084507042253521,0.28169014084507044,0.38028169014084506,0.04225352112676056,0.014084507042253521,0.0,0.1267605633802817,0.14084507042253522
rostralmiddlefrontal-lh,0.0,0.0,0.02531645569620253,0.45569620253164556,0.0379746835443038,0.11392405063291139,0.13924050632911392,0.22784810126582278
rostralmiddlefrontal-rh,0.0,0.0,0.05,0.075,0.45,0.275,0.05,0.1
superiorfrontal-rh,0.20987654320987653,0.0,0.0,0.07407407407407407,0.1111111111111111,0.5308641975308642,0.0,0.07407407407407407
superiorparietal-rh,0.0,0.0,0.11666666666666667,0.21666666666666667,0.016666666666666666,0.03333333333333333,0.2833333333333333,0.3333333333333333
supramarginal-lh,0.0,0.0,0.0975609756097561,0.25609756097560976,0.012195121951219513,0.07317073170731707,0.2073170731707317,0.35365853658536583
