,Fz,F3,FC2,AFz,F1,F5,FC4,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.4666666666666667,0.5333333333333333,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.4375,0.5625,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.49514563106796117,0.5048543689320388,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.4727272727272727,0.5272727272727272,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
