,Fp1,Fz,P7,T8,F4,FC4,FT8,F2
Fp1,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.4935064935064935,0.0,0.0,0.0,0.5064935064935064
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC4,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.0,0.0,0.49333333333333335,0.0,0.0,0.0,0.5066666666666667
