,Oz,O2,P8,CP2,AFz,POz,PO4,PO8
Oz,0.1625,0.0,0.025,0.1625,0.1625,0.1625,0.1625,0.1625
O2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.15,0.0,0.1,0.15,0.15,0.15,0.15,0.15
CP2,0.1625,0.0,0.025,0.1625,0.1625,0.1625,0.1625,0.1625
AFz,0.1625,0.0,0.025,0.1625,0.1625,0.1625,0.1625,0.1625
POz,0.1625,0.0,0.025,0.1625,0.1625,0.1625,0.1625,0.1625
PO4,0.1625,0.0,0.025,0.1625,0.1625,0.1625,0.1625,0.1625
PO8,0.1625,0.0,0.025,0.1625,0.1625,0.1625,0.1625,0.1625
