,Fp1,P8,TP10,PO8,P6,TP8,AF4,F2
Fp1,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.5294117647058824,0.0
P8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.43902439024390244,0.0,0.0,0.0,0.0,0.0,0.5609756097560976,0.0
F2,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.9259259259259259
