,Fp1,P8,TP10,AF7,AFz,PO8,P6,TP8
Fp1,0.3695652173913043,0.0,0.0,0.2826086956521739,0.34782608695652173,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.34210526315789475,0.0,0.0,0.3157894736842105,0.34210526315789475,0.0,0.0,0.0
AFz,0.35555555555555557,0.0,0.0,0.28888888888888886,0.35555555555555557,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
