,Fp1,P8,TP10,AF7,AFz,PO8,P6,TP8
Fp1,0.25,0.0,0.125,0.0,0.25,0.125,0.125,0.125
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.25,0.0,0.125,0.0,0.25,0.125,0.125,0.125
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.25,0.0,0.125,0.0,0.25,0.125,0.125,0.125
PO8,0.25,0.0,0.125,0.0,0.25,0.125,0.125,0.125
P6,0.25,0.0,0.125,0.0,0.25,0.125,0.125,0.125
TP8,0.25,0.0,0.125,0.0,0.25,0.125,0.125,0.125
