,Fp1,F7,TP9,Pz,F8,Fp2,AF7,F5
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.8125,0.0,0.14583333333333334,0.0,0.0,0.041666666666666664
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.47058823529411764,0.0,0.4117647058823529,0.0,0.0,0.11764705882352941
Fp2,0.0,0.0,0.0,0.0,0.0,0.4878048780487805,0.5121951219512195,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.2876712328767123,0.7123287671232876,0.0
F5,0.0,0.0,0.375,0.0,0.375,0.0,0.0,0.25
