,Fp1,F7,TP9,Pz,F8,Fp2,AF7,F5
Fp1,0.5104166666666666,0.0,0.0,0.0,0.0,0.0,0.4895833333333333,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.44144144144144143,0.0,0.0,0.0,0.0,0.0,0.5585585585585585,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
