,Fp1,F7,TP9,Pz,F8,Fp2,AF7,F5
Fp1,0.37735849056603776,0.0,0.013477088948787063,0.0,0.25067385444743934,0.07816711590296496,0.12668463611859837,0.15363881401617252
F7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.022727272727272728,0.0,0.7613636363636364,0.0,0.1856060606060606,0.022727272727272728,0.0,0.007575757575757576
Pz,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
F8,0.23697916666666666,0.0,0.12760416666666666,0.0,0.4036458333333333,0.07552083333333333,0.0,0.15625
Fp2,0.15463917525773196,0.0,0.02577319587628866,0.0,0.15463917525773196,0.4020618556701031,0.26288659793814434,0.0
AF7,0.1540880503144654,0.0,0.0,0.0,0.0,0.16037735849056603,0.6855345911949685,0.0
F5,0.18791946308724833,0.0,0.010067114093959731,0.0,0.20134228187919462,0.0,0.0,0.6006711409395973
