,Fp1,F7,FT9,FC5,F8,Fp2,AFz,FC4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.34,0.18,0.13,0.0,0.0,0.0,0.35
FT9,0.0,0.2753623188405797,0.2608695652173913,0.18840579710144928,0.0,0.0,0.0,0.2753623188405797
FC5,0.0,0.2545454545454545,0.2545454545454545,0.23636363636363636,0.0,0.0,0.0,0.2545454545454545
F8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC4,0.0,0.3333333333333333,0.17647058823529413,0.12745098039215685,0.0,0.0,0.0,0.3627450980392157
