,frontalpole-rh,insula-lh,lateraloccipital-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.23497267759562843,0.07540983606557378,0.06557377049180328,0.17486338797814208,0.2,0.14207650273224043,0.033879781420765025,0.073224043715847
insula-lh,0.11219512195121951,0.383739837398374,0.056910569105691054,0.11219512195121951,0.11707317073170732,0.0975609756097561,0.0959349593495935,0.024390243902439025
lateraloccipital-rh,0.09387755102040816,0.07551020408163266,0.42653061224489797,0.0653061224489796,0.11836734693877551,0.03469387755102041,0.11836734693877551,0.0673469387755102
lateralorbitofrontal-rh,0.18518518518518517,0.07607607607607608,0.04704704704704705,0.2182182182182182,0.16716716716716717,0.17317317317317318,0.03803803803803804,0.09509509509509509
medialorbitofrontal-rh,0.19036427732079905,0.07873090481786134,0.0881316098707403,0.15393654524089306,0.2408930669800235,0.12220916568742655,0.045828437132784956,0.0799059929494712
parsorbitalis-rh,0.1729490022172949,0.07649667405764966,0.03215077605321508,0.2073170731707317,0.15077605321507762,0.20620842572062084,0.038802660753880266,0.11529933481152993
rostralanteriorcingulate-lh,0.07220216606498195,0.08483754512635379,0.10649819494584838,0.08483754512635379,0.08303249097472924,0.08844765342960288,0.3555956678700361,0.12454873646209386
rostralanteriorcingulate-rh,0.12931034482758622,0.03879310344827586,0.05172413793103448,0.16235632183908047,0.1221264367816092,0.1824712643678161,0.0617816091954023,0.2514367816091954
