,entorhinal-lh,fusiform-lh,isthmuscingulate-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,parahippocampal-rh,temporalpole-lh
entorhinal-lh,0.7142857142857143,0.0,0.0,0.19047619047619047,0.0,0.0,0.0,0.09523809523809523
fusiform-lh,0.0,0.32727272727272727,0.0,0.0,0.3090909090909091,0.2545454545454545,0.10909090909090909,0.0
isthmuscingulate-lh,0.0,0.0,0.95,0.0,0.0,0.0,0.05,0.0
isthmuscingulate-rh,0.2857142857142857,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0
lingual-lh,0.0,0.24528301886792453,0.0,0.0,0.32075471698113206,0.32075471698113206,0.11320754716981132,0.0
parahippocampal-lh,0.0,0.19230769230769232,0.0,0.0,0.2692307692307692,0.36538461538461536,0.17307692307692307,0.0
parahippocampal-rh,0.0,0.0975609756097561,0.07317073170731707,0.0,0.14634146341463414,0.21951219512195122,0.4634146341463415,0.0
temporalpole-lh,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.7894736842105263
