,Fp1,F7,FT9,FC5,TP9,P7,AF7,AF8
Fp1,0.3125,0.0,0.0,0.375,0.0,0.0,0.0,0.3125
F7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.14285714285714285,0.0,0.0,0.6571428571428571,0.0,0.0,0.0,0.2
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.2631578947368421,0.0,0.0,0.42105263157894735,0.0,0.0,0.0,0.3157894736842105
