,Fp1,F7,FT9,FC5,TP9,P7,AF7,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.875,0.0,0.0,0.0,0.0,0.125,0.0
FT9,0.0,0.0,0.3,0.4,0.0,0.0,0.0,0.3
FC5,0.0,0.0,0.12,0.76,0.0,0.0,0.0,0.12
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.0
AF8,0.0,0.0,0.3,0.4,0.0,0.0,0.0,0.3
