,cuneus-rh,entorhinal-rh,frontalpole-rh,inferiorparietal-lh,lateraloccipital-lh,lateraloccipital-rh,pericalcarine-lh,temporalpole-rh
cuneus-rh,0.7227138643067846,0.0,0.029498525073746312,0.014749262536873156,0.017699115044247787,0.09144542772861357,0.09734513274336283,0.02654867256637168
entorhinal-rh,0.005208333333333333,0.5625,0.07552083333333333,0.07552083333333333,0.0078125,0.0234375,0.0234375,0.2265625
frontalpole-rh,0.018867924528301886,0.07861635220125786,0.7232704402515723,0.050314465408805034,0.06918238993710692,0.0,0.025157232704402517,0.03459119496855346
inferiorparietal-lh,0.014184397163120567,0.07092198581560284,0.03546099290780142,0.4491725768321513,0.23877068557919623,0.0,0.1607565011820331,0.030732860520094562
lateraloccipital-lh,0.012376237623762377,0.007425742574257425,0.054455445544554455,0.29455445544554454,0.4603960396039604,0.012376237623762377,0.15841584158415842,0.0
lateraloccipital-rh,0.06601466992665037,0.022004889975550123,0.0,0.004889975550122249,0.017114914425427872,0.7897310513447433,0.05378973105134474,0.04645476772616137
pericalcarine-lh,0.07741935483870968,0.017204301075268817,0.01935483870967742,0.15483870967741936,0.13118279569892474,0.03655913978494624,0.5419354838709678,0.021505376344086023
temporalpole-rh,0.03183023872679045,0.19363395225464192,0.01856763925729443,0.01856763925729443,0.0,0.05305039787798409,0.04509283819628647,0.6392572944297082
