,bankssts-lh,frontalpole-lh,insula-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
bankssts-lh,0.7722772277227723,0.0,0.04950495049504951,0.1782178217821782,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.4460093896713615,0.0,0.0,0.27699530516431925,0.27699530516431925,0.0,0.0
insula-rh,0.13636363636363635,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.22727272727272727
parsorbitalis-rh,0.1797752808988764,0.0,0.0,0.6629213483146067,0.0,0.0,0.15730337078651685,0.0
rostralanteriorcingulate-lh,0.0,0.25821596244131456,0.0,0.0,0.4084507042253521,0.3333333333333333,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.2347417840375587,0.0,0.0,0.3051643192488263,0.460093896713615,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.14457831325301204,0.0,0.0,0.8554216867469879,0.0
temporalpole-rh,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.83
