,cuneus-rh,frontalpole-rh,lateraloccipital-lh,lateraloccipital-rh,parstriangularis-lh,pericalcarine-rh,rostralanteriorcingulate-rh,transversetemporal-rh
cuneus-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.9436619718309859,0.0,0.0,0.0,0.0,0.056338028169014086,0.0
lateraloccipital-lh,0.0,0.0,0.5084745762711864,0.3644067796610169,0.0,0.1271186440677966,0.0,0.0
lateraloccipital-rh,0.0,0.0,0.27058823529411763,0.4823529411764706,0.0,0.14705882352941177,0.0,0.1
parstriangularis-lh,0.0,0.0,0.0,0.0,0.9508196721311475,0.0,0.0,0.04918032786885246
pericalcarine-rh,0.0,0.0,0.12666666666666668,0.22,0.0,0.4866666666666667,0.0,0.16666666666666666
rostralanteriorcingulate-rh,0.0,0.11428571428571428,0.0,0.0,0.0,0.0,0.8857142857142857,0.0
transversetemporal-rh,0.0,0.0,0.0,0.16346153846153846,0.009615384615384616,0.25961538461538464,0.0,0.5673076923076923
