,bankssts-lh,frontalpole-lh,insula-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
bankssts-lh,0.56,0.0,0.0,0.44,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insula-rh,0.05263157894736842,0.0,0.5526315789473685,0.0,0.0,0.0,0.0,0.39473684210526316
parsorbitalis-rh,0.19230769230769232,0.0,0.0,0.5384615384615384,0.0,0.0,0.2692307692307692,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.34285714285714286,0.0,0.0,0.6571428571428571,0.0
temporalpole-rh,0.0,0.0,0.3695652173913043,0.0,0.0,0.0,0.0,0.6304347826086957
