,inferiorparietal-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
inferiorparietal-rh,0.1592920353982301,0.168141592920354,0.0,0.0,0.168141592920354,0.168141592920354,0.168141592920354,0.168141592920354
postcentral-rh,0.11949685534591195,0.1949685534591195,0.012578616352201259,0.018867924528301886,0.16981132075471697,0.1509433962264151,0.1761006289308176,0.15723270440251572
rostralmiddlefrontal-lh,0.0,0.17391304347826086,0.391304347826087,0.43478260869565216,0.0,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.20833333333333334,0.375,0.4166666666666667,0.0,0.0,0.0,0.0
superiorparietal-lh,0.10555555555555556,0.1388888888888889,0.0,0.0,0.19444444444444445,0.18888888888888888,0.17777777777777778,0.19444444444444445
superiortemporal-lh,0.10778443113772455,0.1317365269461078,0.0,0.0,0.19161676646706588,0.19760479041916168,0.17365269461077845,0.19760479041916168
superiortemporal-rh,0.10857142857142857,0.14857142857142858,0.0,0.0,0.19428571428571428,0.17714285714285713,0.18857142857142858,0.18285714285714286
supramarginal-lh,0.10982658959537572,0.1329479768786127,0.0,0.0,0.1907514450867052,0.19653179190751446,0.17341040462427745,0.19653179190751446
