,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parsopercularis-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.38461538461538464,0.1346153846153846,0.0,0.11538461538461539,0.057692307692307696,0.07692307692307693,0.0,0.23076923076923078
frontalpole-rh,0.24444444444444444,0.3333333333333333,0.0,0.15555555555555556,0.0,0.0,0.0,0.26666666666666666
lateralorbitofrontal-lh,0.0,0.0,0.48717948717948717,0.0,0.02564102564102564,0.1282051282051282,0.20512820512820512,0.15384615384615385
medialorbitofrontal-lh,0.17857142857142858,0.16071428571428573,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.23214285714285715
parsopercularis-lh,0.05555555555555555,0.0,0.16666666666666666,0.0,0.7777777777777778,0.0,0.0,0.0
parsorbitalis-lh,0.11320754716981132,0.0,0.09433962264150944,0.11320754716981132,0.03773584905660377,0.33962264150943394,0.09433962264150944,0.20754716981132076
rostralanteriorcingulate-lh,0.0,0.0,0.22857142857142856,0.0,0.0,0.14285714285714285,0.42857142857142855,0.2
rostralanteriorcingulate-rh,0.20987654320987653,0.1111111111111111,0.08641975308641975,0.1111111111111111,0.012345679012345678,0.12345679012345678,0.08641975308641975,0.25925925925925924
