,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F8,Fp2,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.04675716440422323,0.0,0.03770739064856712,0.004524886877828055,0.05128205128205128,0.049773755656108594,0.0,0.0,0.05128205128205128,0.0,0.0,0.049773755656108594,0.033182503770739065,0.0196078431372549,0.0,0.0,0.03770739064856712,0.0,0.0015082956259426848,0.0,0.0,0.0,0.007541478129713424,0.0,0.05128205128205128,0.0,0.012066365007541479,0.03469079939668175,0.013574660633484163,0.042232277526395176,0.04675716440422323,0.0,0.0,0.04675716440422323,0.0,0.0,0.0,0.030165912518853696,0.0,0.05128205128205128,0.0,0.0,0.010558069381598794,0.0,0.006033182503770739,0.0,0.03770739064856712,0.0,0.012066365007541479,0.049773755656108594,0.0,0.0,0.04675716440422323,0.0,0.05128205128205128,0.0,0.03167420814479638,0.0,0.0030165912518853697,0.0,0.0,0.03167420814479638
Fz,0.0012690355329949238,0.03426395939086294,0.0,0.01903553299492386,0.0,0.0,0.03807106598984772,0.0025380710659898475,0.0012690355329949238,0.03807106598984772,0.03680203045685279,0.0,0.0,0.0,0.0266497461928934,0.0266497461928934,0.0,0.03680203045685279,0.03807106598984772,0.0266497461928934,0.03807106598984772,0.03807106598984772,0.0025380710659898475,0.03680203045685279,0.0,0.005076142131979695,0.0025380710659898475,0.0,0.0,0.0,0.0012690355329949238,0.013959390862944163,0.03553299492385787,0.0012690355329949238,0.03807106598984772,0.03807106598984772,0.03807106598984772,0.0012690355329949238,0.03934010152284264,0.0,0.03807106598984772,0.03553299492385787,0.0,0.03680203045685279,0.0025380710659898475,0.03426395939086294,0.0,0.03680203045685279,0.0,0.0,0.03807106598984772,0.03807106598984772,0.0,0.0038071065989847717,0.0,0.005076142131979695,0.0,0.03807106598984772,0.0,0.0,0.03680203045685279,0.0
F3,0.042704626334519574,0.0,0.042704626334519574,0.0035587188612099642,0.046263345195729534,0.046263345195729534,0.0,0.0,0.046263345195729534,0.0,0.0,0.046263345195729534,0.03914590747330961,0.023131672597864767,0.0,0.0,0.042704626334519574,0.0,0.0,0.0,0.0,0.0,0.0071174377224199285,0.0,0.046263345195729534,0.0,0.012455516014234875,0.04092526690391459,0.01601423487544484,0.04448398576512456,0.042704626334519574,0.0,0.0,0.042704626334519574,0.0,0.0,0.0,0.033807829181494664,0.0,0.046263345195729534,0.0,0.0,0.012455516014234875,0.0,0.005338078291814947,0.0,0.04448398576512456,0.0,0.012455516014234875,0.046263345195729534,0.0,0.0,0.04448398576512456,0.0,0.046263345195729534,0.0,0.037366548042704624,0.0,0.0017793594306049821,0.0,0.0,0.037366548042704624
F7,0.00984251968503937,0.027559055118110236,0.007874015748031496,0.03346456692913386,0.007874015748031496,0.005905511811023622,0.027559055118110236,0.003937007874015748,0.00984251968503937,0.027559055118110236,0.027559055118110236,0.005905511811023622,0.001968503937007874,0.0,0.02952755905511811,0.025590551181102362,0.007874015748031496,0.027559055118110236,0.031496062992125984,0.025590551181102362,0.027559055118110236,0.027559055118110236,0.011811023622047244,0.027559055118110236,0.007874015748031496,0.007874015748031496,0.011811023622047244,0.003937007874015748,0.0,0.005905511811023622,0.00984251968503937,0.021653543307086614,0.025590551181102362,0.00984251968503937,0.027559055118110236,0.027559055118110236,0.02952755905511811,0.00984251968503937,0.02952755905511811,0.007874015748031496,0.02952755905511811,0.02952755905511811,0.005905511811023622,0.027559055118110236,0.011811023622047244,0.025590551181102362,0.005905511811023622,0.027559055118110236,0.007874015748031496,0.005905511811023622,0.027559055118110236,0.027559055118110236,0.007874015748031496,0.005905511811023622,0.007874015748031496,0.007874015748031496,0.003937007874015748,0.027559055118110236,0.003937007874015748,0.0,0.027559055118110236,0.0
FT9,0.04199475065616798,0.0,0.03280839895013123,0.0026246719160104987,0.06561679790026247,0.06692913385826772,0.0,0.0,0.06167979002624672,0.0,0.0,0.048556430446194225,0.028871391076115485,0.01706036745406824,0.0,0.0,0.03280839895013123,0.0,0.0,0.0,0.0,0.0,0.005249343832020997,0.0,0.06036745406824147,0.0,0.009186351706036745,0.030183727034120734,0.011811023622047244,0.03805774278215223,0.04068241469816273,0.003937007874015748,0.0,0.04199475065616798,0.0,0.0,0.0,0.024934383202099737,0.0,0.06299212598425197,0.0,0.0,0.009186351706036745,0.0,0.003937007874015748,0.0,0.03412073490813648,0.0,0.009186351706036745,0.06430446194225722,0.0,0.0,0.04068241469816273,0.0,0.05249343832020997,0.0,0.027559055118110236,0.0,0.0013123359580052493,0.0,0.0,0.028871391076115485
FC5,0.04223433242506812,0.0,0.0326975476839237,0.0013623978201634877,0.06403269754768393,0.06948228882833787,0.0,0.0,0.06267029972752043,0.0,0.0,0.04904632152588556,0.02997275204359673,0.017711171662125342,0.0,0.0,0.0326975476839237,0.0,0.0,0.0,0.0,0.0,0.004087193460490463,0.0,0.06130790190735695,0.0,0.008174386920980926,0.031335149863760216,0.01226158038147139,0.03814713896457766,0.04087193460490463,0.0,0.0,0.04223433242506812,0.0,0.0,0.0,0.02452316076294278,0.0,0.06403269754768393,0.0,0.0,0.008174386920980926,0.0,0.0027247956403269754,0.0,0.0340599455040872,0.0,0.008174386920980926,0.0653950953678474,0.0,0.0,0.04087193460490463,0.0,0.05313351498637602,0.0,0.02861035422343324,0.0,0.0,0.0,0.0,0.02997275204359673
FC1,0.0009784735812133072,0.029354207436399216,0.0,0.014677103718199608,0.0,0.0,0.0410958904109589,0.0019569471624266144,0.0009784735812133072,0.0410958904109589,0.03816046966731898,0.0,0.0,0.0,0.02054794520547945,0.02054794520547945,0.0,0.03913894324853229,0.03816046966731898,0.021526418786692758,0.0410958904109589,0.0410958904109589,0.0019569471624266144,0.040117416829745595,0.0,0.003913894324853229,0.0019569471624266144,0.0,0.0,0.0,0.0009784735812133072,0.010763209393346379,0.03522504892367906,0.0009784735812133072,0.04207436399217221,0.04207436399217221,0.0410958904109589,0.0009784735812133072,0.04403131115459882,0.0,0.036203522504892366,0.02837573385518591,0.0,0.03718199608610567,0.0019569471624266144,0.030332681017612523,0.0,0.03816046966731898,0.0,0.0,0.0410958904109589,0.043052837573385516,0.0,0.0029354207436399216,0.0,0.003913894324853229,0.0,0.0410958904109589,0.0,0.0,0.03913894324853229,0.0
C3,0.0,0.031578947368421054,0.0,0.031578947368421054,0.0,0.0,0.031578947368421054,0.021052631578947368,0.0,0.031578947368421054,0.031578947368421054,0.0,0.0,0.0,0.031578947368421054,0.031578947368421054,0.0,0.031578947368421054,0.031578947368421054,0.031578947368421054,0.031578947368421054,0.031578947368421054,0.0,0.031578947368421054,0.0,0.031578947368421054,0.0,0.0,0.0,0.0,0.0,0.031578947368421054,0.031578947368421054,0.0,0.031578947368421054,0.031578947368421054,0.031578947368421054,0.0,0.031578947368421054,0.0,0.031578947368421054,0.031578947368421054,0.0,0.031578947368421054,0.0,0.031578947368421054,0.0,0.031578947368421054,0.0,0.0,0.031578947368421054,0.031578947368421054,0.0,0.031578947368421054,0.0,0.031578947368421054,0.0,0.031578947368421054,0.0,0.0,0.031578947368421054,0.0
T7,0.04263565891472868,0.0,0.03359173126614987,0.003875968992248062,0.06330749354005168,0.06459948320413436,0.0,0.0,0.06201550387596899,0.0,0.0,0.04780361757105943,0.028423772609819122,0.016795865633074936,0.0,0.0,0.03359173126614987,0.0,0.0012919896640826874,0.0,0.0,0.0,0.006459948320413436,0.0,0.060723514211886306,0.0,0.0103359173126615,0.029715762273901807,0.011627906976744186,0.037467700258397935,0.041343669250646,0.0,0.0,0.04263565891472868,0.0,0.0,0.0,0.025839793281653745,0.0,0.06330749354005168,0.0,0.0,0.00904392764857881,0.0,0.00516795865633075,0.0,0.03359173126614987,0.0,0.0103359173126615,0.06201550387596899,0.0,0.0,0.041343669250646,0.0,0.05297157622739018,0.0,0.027131782945736434,0.0,0.002583979328165375,0.0,0.0,0.028423772609819122
TP9,0.0009784735812133072,0.029354207436399216,0.0,0.014677103718199608,0.0,0.0,0.0410958904109589,0.0019569471624266144,0.0009784735812133072,0.0410958904109589,0.03816046966731898,0.0,0.0,0.0,0.02054794520547945,0.02054794520547945,0.0,0.03913894324853229,0.03816046966731898,0.021526418786692758,0.0410958904109589,0.0410958904109589,0.0019569471624266144,0.040117416829745595,0.0,0.003913894324853229,0.0019569471624266144,0.0,0.0,0.0,0.0009784735812133072,0.010763209393346379,0.03522504892367906,0.0009784735812133072,0.04207436399217221,0.04207436399217221,0.0410958904109589,0.0009784735812133072,0.04403131115459882,0.0,0.036203522504892366,0.02837573385518591,0.0,0.03718199608610567,0.0019569471624266144,0.030332681017612523,0.0,0.03816046966731898,0.0,0.0,0.0410958904109589,0.043052837573385516,0.0,0.0029354207436399216,0.0,0.003913894324853229,0.0,0.0410958904109589,0.0,0.0,0.03913894324853229,0.0
