,frontalpole-lh,frontalpole-rh,fusiform-rh,inferiorparietal-rh,lateraloccipital-rh,pericalcarine-rh,rostralanteriorcingulate-lh,temporalpole-lh
frontalpole-lh,0.34285714285714286,0.3142857142857143,0.0,0.0,0.0,0.0,0.34285714285714286,0.0
frontalpole-rh,0.34285714285714286,0.3142857142857143,0.0,0.0,0.0,0.0,0.34285714285714286,0.0
fusiform-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
inferiorparietal-rh,0.0,0.0,0.0,0.475,0.425,0.1,0.0,0.0
lateraloccipital-rh,0.0,0.0,0.0,0.42857142857142855,0.45714285714285713,0.11428571428571428,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.20689655172413793,0.20689655172413793,0.5862068965517241,0.0,0.0
rostralanteriorcingulate-lh,0.34285714285714286,0.3142857142857143,0.0,0.0,0.0,0.0,0.34285714285714286,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
