,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,FCz
Fp1,0.12075848303393213,0.014970059880239521,0.0,0.0,0.0,0.0,0.022954091816367265,0.0,0.0249500998003992,0.0,0.001996007984031936,0.0,0.0968063872255489,0.033932135728542916,0.03792415169660679,0.0,0.0,0.0,0.03792415169660679,0.0,0.0029940119760479044,0.036926147704590816,0.06487025948103792,0.020958083832335328,0.0718562874251497,0.0,0.0,0.0,0.003992015968063872,0.0,0.022954091816367265,0.07784431137724551,0.0,0.010978043912175649,0.12275449101796407,0.0,0.0,0.0,0.036926147704590816,0.001996007984031936,0.0,0.018962075848303395,0.001996007984031936,0.031936127744510975,0.0,0.0,0.0,0.0,0.0,0.0,0.006986027944111776,0.0,0.0,0.0,0.0,0.00499001996007984,0.0,0.005988023952095809,0.0,0.000998003992015968,0.059880239520958084,0.000998003992015968,0.0
Fz,0.05379746835443038,0.05063291139240506,0.0,0.0,0.0,0.0,0.05379746835443038,0.0,0.0,0.0,0.0,0.0,0.04430379746835443,0.05063291139240506,0.0379746835443038,0.0,0.0,0.0,0.05379746835443038,0.0,0.0,0.05379746835443038,0.05379746835443038,0.05379746835443038,0.04430379746835443,0.0,0.0,0.0,0.0,0.0,0.05379746835443038,0.04430379746835443,0.0,0.0379746835443038,0.05379746835443038,0.0,0.0,0.0,0.04430379746835443,0.0,0.0,0.05379746835443038,0.00949367088607595,0.05379746835443038,0.0,0.0,0.0,0.0031645569620253164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0189873417721519,0.0,0.022151898734177215,0.0,0.0,0.05379746835443038,0.0,0.0
F3,0.0,0.0,0.036490008688097306,0.0,0.03475238922675934,0.028670721112076455,0.0,0.02780191138140747,0.006081668114682885,0.02432667245873154,0.030408340573414423,0.03127715030408341,0.0,0.0,0.0,0.020851433536055605,0.0,0.0,0.0,0.026064291920069503,0.03214596003475239,0.0,0.0,0.0,0.0,0.0,0.022589052997393572,0.03735881841876629,0.013900955690703735,0.030408340573414423,0.0,0.0,0.011294526498696786,0.0,0.0,0.035621198957428324,0.0,0.03127715030408341,0.0,0.02519548218940052,0.02693310165073849,0.0,0.021720243266724587,0.0,0.03214596003475239,0.03475238922675934,0.03301476976542137,0.028670721112076455,0.036490008688097306,0.0,0.020851433536055605,0.03735881841876629,0.036490008688097306,0.03388357949609035,0.019113814074717638,0.018245004344048653,0.03127715030408341,0.0,0.019113814074717638,0.028670721112076455,0.0,0.03475238922675934,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.03616636528028933,0.0,0.0352622061482821,0.029837251356238697,0.0,0.028933092224231464,0.0045207956600361665,0.02531645569620253,0.029837251356238697,0.03164556962025317,0.0,0.0,0.0,0.020795660036166366,0.0,0.0,0.0,0.026220614828209764,0.03164556962025317,0.0,0.0,0.0,0.0,0.0,0.022603978300180832,0.03616636528028933,0.012658227848101266,0.03074141048824593,0.0,0.0,0.011754068716094032,0.0,0.0,0.03616636528028933,0.0,0.03164556962025317,0.0,0.024412296564195298,0.027124773960216998,0.0,0.0216998191681736,0.0,0.0325497287522604,0.0352622061482821,0.03345388788426763,0.028933092224231464,0.03616636528028933,0.0,0.019891500904159132,0.03616636528028933,0.03616636528028933,0.034358047016274866,0.019891500904159132,0.018083182640144666,0.03164556962025317,0.0,0.019891500904159132,0.02802893309222423,0.0,0.034358047016274866,0.0
FC5,0.0,0.0,0.034518828451882845,0.0,0.034518828451882845,0.03347280334728033,0.0,0.032426778242677826,0.0031380753138075313,0.02510460251046025,0.032426778242677826,0.03138075313807531,0.0,0.0,0.0,0.01882845188284519,0.0,0.0,0.0,0.02510460251046025,0.034518828451882845,0.0,0.0,0.0,0.0,0.0,0.02092050209205021,0.034518828451882845,0.012552301255230125,0.030334728033472803,0.0,0.0,0.012552301255230125,0.0,0.0,0.034518828451882845,0.0,0.03138075313807531,0.0,0.02615062761506276,0.02615062761506276,0.0,0.0198744769874477,0.0,0.032426778242677826,0.034518828451882845,0.03347280334728033,0.028242677824267783,0.034518828451882845,0.0,0.02092050209205021,0.034518828451882845,0.034518828451882845,0.034518828451882845,0.02301255230125523,0.015690376569037656,0.03138075313807531,0.0,0.02301255230125523,0.030334728033472803,0.0,0.034518828451882845,0.0
FC1,0.056179775280898875,0.035955056179775284,0.0,0.0,0.0,0.0,0.05393258426966292,0.0,0.006741573033707865,0.0,0.0,0.0,0.04943820224719101,0.05393258426966292,0.0449438202247191,0.0,0.0,0.0,0.056179775280898875,0.0,0.0,0.056179775280898875,0.056179775280898875,0.04943820224719101,0.04943820224719101,0.0,0.0,0.0,0.0,0.0,0.05393258426966292,0.04943820224719101,0.0,0.02696629213483146,0.056179775280898875,0.0,0.0,0.0,0.04943820224719101,0.0,0.0,0.0449438202247191,0.006741573033707865,0.056179775280898875,0.0,0.0,0.0,0.0022471910112359553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01348314606741573,0.0,0.015730337078651686,0.0,0.0,0.056179775280898875,0.0,0.0
C3,0.0,0.0,0.03389830508474576,0.0,0.03389830508474576,0.03072033898305085,0.0,0.03283898305084746,0.0,0.02754237288135593,0.029661016949152543,0.03389830508474576,0.0,0.0,0.0,0.0211864406779661,0.0,0.0,0.0,0.02754237288135593,0.03177966101694915,0.0,0.0,0.0,0.0,0.0,0.023305084745762712,0.03389830508474576,0.009533898305084746,0.03283898305084746,0.0,0.0,0.009533898305084746,0.0,0.0,0.03389830508474576,0.0,0.03389830508474576,0.0,0.023305084745762712,0.028601694915254237,0.0,0.022245762711864406,0.0,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03072033898305085,0.03389830508474576,0.0,0.018008474576271187,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.023305084745762712,0.018008474576271187,0.03389830508474576,0.0,0.023305084745762712,0.02754237288135593,0.0,0.03389830508474576,0.0
T7,0.05227272727272727,0.0,0.020454545454545454,0.0,0.015909090909090907,0.011363636363636364,0.0022727272727272726,0.004545454545454545,0.07272727272727272,0.0,0.025,0.0022727272727272726,0.056818181818181816,0.02727272727272727,0.045454545454545456,0.0,0.0,0.0,0.03636363636363636,0.0,0.02727272727272727,0.03409090909090909,0.038636363636363635,0.0,0.05227272727272727,0.0,0.0,0.020454545454545454,0.029545454545454545,0.0,0.0022727272727272726,0.05454545454545454,0.011363636363636364,0.0,0.05227272727272727,0.013636363636363636,0.0,0.0022727272727272726,0.038636363636363635,0.025,0.0,0.0,0.0,0.022727272727272728,0.004545454545454545,0.011363636363636364,0.006818181818181818,0.0,0.015909090909090907,0.0,0.03636363636363636,0.01818181818181818,0.015909090909090907,0.00909090909090909,0.0,0.0,0.0022727272727272726,0.0,0.0,0.022727272727272728,0.03636363636363636,0.022727272727272728,0.0
TP9,0.0,0.0,0.03393939393939394,0.0,0.03272727272727273,0.02666666666666667,0.0,0.02909090909090909,0.0,0.03272727272727273,0.025454545454545455,0.03393939393939394,0.0,0.0,0.0,0.027878787878787878,0.0,0.0,0.0,0.03393939393939394,0.027878787878787878,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.03393939393939394,0.0024242424242424242,0.03393939393939394,0.0,0.0,0.0024242424242424242,0.0,0.0,0.03393939393939394,0.0,0.03393939393939394,0.0,0.01818181818181818,0.03393939393939394,0.0,0.02909090909090909,0.0,0.03393939393939394,0.03393939393939394,0.03393939393939394,0.03393939393939394,0.03393939393939394,0.0,0.012121212121212121,0.03393939393939394,0.03393939393939394,0.03393939393939394,0.02303030303030303,0.024242424242424242,0.03393939393939394,0.0,0.024242424242424242,0.02303030303030303,0.0,0.03151515151515152,0.0
