,Fp1,P3,Fp2,AF7,CP3,P1,P5,PO3
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP3,0.0,0.0,0.0,0.0,0.24774774774774774,0.25225225225225223,0.25225225225225223,0.24774774774774774
P1,0.0,0.0,0.0,0.0,0.24774774774774774,0.25225225225225223,0.25225225225225223,0.24774774774774774
P5,0.0,0.0,0.0,0.0,0.24778761061946902,0.252212389380531,0.252212389380531,0.24778761061946902
PO3,0.0,0.0,0.0,0.0,0.24774774774774774,0.25225225225225223,0.25225225225225223,0.24774774774774774
