,P3,Oz,O2,P5,PO3,PO4,PO8,AF8
P3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666
PO3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.9866666666666667
