,P3,Oz,O2,P1,P5,PO3,PO4,PO8
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.35964912280701755,0.3508771929824561,0.2894736842105263,0.0,0.0
P5,0.0,0.0,0.0,0.35714285714285715,0.3482142857142857,0.29464285714285715,0.0,0.0
PO3,0.0,0.0,0.0,0.336734693877551,0.336734693877551,0.32653061224489793,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
