,Fz,F3,Pz,F8,Fp2,F1,CPz,F2
Fz,0.8529411764705882,0.0,0.07352941176470588,0.07352941176470588,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.375,0.0,0.3125,0.3125,0.0,0.0,0.0,0.0
F8,0.375,0.0,0.3125,0.3125,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.5277777777777778,0.4722222222222222,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.504950495049505,0.49504950495049505,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
