,Fz,F3,Pz,F8,Fp2,F1,CPz,F2
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.5294117647058824,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.1875,0.8125,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
