,Fp1,Fz,Oz,TP10,F8,Fp2,AF3,C5
Fp1,0.2569444444444444,0.23958333333333334,0.2534722222222222,0.0,0.25,0.0,0.0,0.0
Fz,0.25089605734767023,0.24731182795698925,0.25089605734767023,0.0,0.25089605734767023,0.0,0.0,0.0
Oz,0.2569444444444444,0.23958333333333334,0.2534722222222222,0.0,0.25,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
F8,0.25435540069686413,0.24041811846689895,0.25435540069686413,0.0,0.2508710801393728,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.4732824427480916,0.0,0.0,0.5267175572519084,0.0
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
