,Fz,F3,Pz,F8,Fp2,F1,CPz,F2
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.2222222222222222,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.5217391304347826,0.4782608695652174,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
