,caudalmiddlefrontal-rh,inferiorparietal-rh,parstriangularis-rh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.3016759776536313,0.10614525139664804,0.027932960893854747,0.26256983240223464,0.18994413407821228,0.1005586592178771,0.0111731843575419,0.0
inferiorparietal-rh,0.1386861313868613,0.27007299270072993,0.0364963503649635,0.20437956204379562,0.1897810218978102,0.16058394160583941,0.0,0.0
parstriangularis-rh,0.10344827586206896,0.10344827586206896,0.3103448275862069,0.10344827586206896,0.08620689655172414,0.1206896551724138,0.1724137931034483,0.0
rostralmiddlefrontal-rh,0.22277227722772278,0.12871287128712872,0.024752475247524754,0.30198019801980197,0.20297029702970298,0.10891089108910891,0.009900990099009901,0.0
superiorparietal-rh,0.14410480349344978,0.11353711790393013,0.021834061135371178,0.19213973799126638,0.24890829694323144,0.1572052401746725,0.056768558951965066,0.06550218340611354
superiortemporal-lh,0.08955223880597014,0.11940298507462686,0.03980099502487562,0.11940298507462686,0.1890547263681592,0.2736318407960199,0.0945273631840796,0.07462686567164178
superiortemporal-rh,0.03571428571428571,0.0,0.13095238095238096,0.03571428571428571,0.17857142857142858,0.2261904761904762,0.25,0.14285714285714285
supramarginal-lh,0.0,0.0,0.0,0.0,0.25925925925925924,0.25925925925925924,0.2037037037037037,0.2777777777777778
