,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
caudalanteriorcingulate-lh,0.5550049554013875,0.049554013875123884,0.07631318136769079,0.13082259663032705,0.09514370664023786,0.07036669970267592,0.006937561942517344,0.015857284440039643
frontalpole-lh,0.052576235541535225,0.5636172450052577,0.1871713985278654,0.050473186119873815,0.016824395373291272,0.0683491062039958,0.058885383806519455,0.002103049421661409
frontalpole-rh,0.06927710843373494,0.18674698795180722,0.4508032128514056,0.07931726907630522,0.10040160642570281,0.04819277108433735,0.06325301204819277,0.002008032128514056
medialorbitofrontal-lh,0.11317567567567567,0.037162162162162164,0.06925675675675676,0.44594594594594594,0.18243243243243243,0.10050675675675676,0.05152027027027027,0.0
rostralanteriorcingulate-lh,0.09247311827956989,0.012903225806451613,0.1032258064516129,0.22473118279569892,0.42473118279569894,0.07634408602150537,0.06559139784946237,0.0
rostralanteriorcingulate-rh,0.0715648854961832,0.05629770992366412,0.04389312977099236,0.12213740458015267,0.0715648854961832,0.5085877862595419,0.10782442748091603,0.01812977099236641
temporalpole-lh,0.009503695881731784,0.059134107708553325,0.06546990496304118,0.05385427666314678,0.06863780359028511,0.11826821541710665,0.5828933474128828,0.042238648363252376
temporalpole-rh,0.025297619047619048,0.002976190476190476,0.002976190476190476,0.0,0.0,0.028273809523809524,0.0625,0.8779761904761905
