,frontalpole-lh,lateraloccipital-lh,lateralorbitofrontal-rh,parahippocampal-rh,parsopercularis-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,temporalpole-rh
frontalpole-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lateraloccipital-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.0,0.0,0.4090909090909091,0.0,0.19090909090909092,0.19090909090909092,0.20909090909090908,0.0
parahippocampal-rh,0.0,0.0,0.0,0.5492957746478874,0.0,0.18309859154929578,0.0,0.2676056338028169
parsopercularis-rh,0.0,0.0,0.14563106796116504,0.009708737864077669,0.49514563106796117,0.07766990291262135,0.1941747572815534,0.07766990291262135
parsorbitalis-rh,0.0,0.0,0.24509803921568626,0.08823529411764706,0.11764705882352941,0.38235294117647056,0.14705882352941177,0.0196078431372549
rostralanteriorcingulate-lh,0.0,0.0,0.19230769230769232,0.0,0.25,0.10576923076923077,0.4519230769230769,0.0
temporalpole-rh,0.0,0.0,0.0,0.29577464788732394,0.04225352112676056,0.08450704225352113,0.0,0.5774647887323944
