,entorhinal-lh,frontalpole-lh,fusiform-lh,parahippocampal-lh,parsorbitalis-lh,superiortemporal-lh,supramarginal-lh,transversetemporal-lh
entorhinal-lh,0.375,0.0,0.20192307692307693,0.25961538461538464,0.14423076923076922,0.019230769230769232,0.0,0.0
frontalpole-lh,0.0,0.6619718309859155,0.0,0.0,0.23943661971830985,0.014084507042253521,0.0,0.08450704225352113
fusiform-lh,0.26595744680851063,0.0,0.3404255319148936,0.26595744680851063,0.1276595744680851,0.0,0.0,0.0
parahippocampal-lh,0.2808988764044944,0.0,0.21348314606741572,0.38202247191011235,0.12359550561797752,0.0,0.0,0.0
parsorbitalis-lh,0.1523809523809524,0.19047619047619047,0.12380952380952381,0.14285714285714285,0.3904761904761905,0.0,0.0,0.0
superiortemporal-lh,0.0,0.0,0.0,0.0,0.0,0.4948453608247423,0.21649484536082475,0.28865979381443296
supramarginal-lh,0.0,0.0,0.024096385542168676,0.0,0.03614457831325301,0.14457831325301204,0.5783132530120482,0.21686746987951808
transversetemporal-lh,0.01,0.02,0.02,0.0,0.01,0.25,0.26,0.43
