,bankssts-lh,frontalpole-rh,inferiortemporal-lh,isthmuscingulate-lh,isthmuscingulate-rh,parahippocampal-lh,pericalcarine-lh,temporalpole-lh
bankssts-lh,0.547945205479452,0.0,0.0,0.0684931506849315,0.0136986301369863,0.1232876712328767,0.0,0.2465753424657534
frontalpole-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
inferiortemporal-lh,0.0,0.0,0.3917525773195876,0.1134020618556701,0.28865979381443296,0.05154639175257732,0.15463917525773196,0.0
isthmuscingulate-lh,0.008928571428571428,0.0,0.11607142857142858,0.42857142857142855,0.19642857142857142,0.044642857142857144,0.09821428571428571,0.10714285714285714
isthmuscingulate-rh,0.0,0.0,0.2524271844660194,0.14563106796116504,0.44660194174757284,0.04854368932038835,0.10679611650485436,0.0
parahippocampal-lh,0.16666666666666666,0.0,0.07692307692307693,0.0641025641025641,0.07692307692307693,0.48717948717948717,0.0641025641025641,0.0641025641025641
pericalcarine-lh,0.0,0.0,0.15053763440860216,0.1935483870967742,0.12903225806451613,0.053763440860215055,0.4731182795698925,0.0
temporalpole-lh,0.17721518987341772,0.0,0.0,0.17721518987341772,0.02531645569620253,0.0379746835443038,0.0,0.5822784810126582
