,cuneus-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-lh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
cuneus-rh,0.7798165137614679,0.0,0.0,0.22018348623853212,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.5054945054945055,0.25824175824175827,0.0,0.01098901098901099,0.1978021978021978,0.027472527472527472,0.0
frontalpole-rh,0.0,0.17647058823529413,0.5508021390374331,0.0,0.053475935828877004,0.13903743315508021,0.0427807486631016,0.0374331550802139
isthmuscingulate-lh,0.18493150684931506,0.0,0.0,0.815068493150685,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.02654867256637168,0.0,0.6017699115044248,0.1415929203539823,0.0,0.23008849557522124
rostralanteriorcingulate-lh,0.0,0.18333333333333332,0.16111111111111112,0.0,0.13333333333333333,0.4722222222222222,0.022222222222222223,0.027777777777777776
rostralanteriorcingulate-rh,0.0,0.06521739130434782,0.06521739130434782,0.0,0.0,0.03260869565217391,0.8152173913043478,0.021739130434782608
temporalpole-lh,0.0,0.0,0.02586206896551724,0.0,0.2413793103448276,0.07758620689655173,0.0,0.6551724137931034
