,entorhinal-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
entorhinal-rh,0.8705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.12941176470588237
frontalpole-lh,0.0,0.4842105263157895,0.47368421052631576,0.0,0.0,0.0,0.042105263157894736,0.0
frontalpole-rh,0.0,0.43119266055045874,0.47706422018348627,0.0,0.0,0.01834862385321101,0.07339449541284404,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.5213675213675214,0.47863247863247865,0.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.4639175257731959,0.5360824742268041,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.019801980198019802,0.0,0.0,0.6534653465346535,0.32673267326732675,0.0
rostralanteriorcingulate-rh,0.0,0.09174311926605505,0.12844036697247707,0.0,0.0,0.22018348623853212,0.5596330275229358,0.0
temporalpole-rh,0.047058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.9529411764705882
