,bankssts-lh,caudalanteriorcingulate-lh,isthmuscingulate-lh,isthmuscingulate-rh,lingual-lh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caudalanteriorcingulate-lh,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.5555555555555556,0.0
isthmuscingulate-lh,0.0,0.0,0.7619047619047619,0.23809523809523808,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.02,0.2,0.64,0.0,0.1,0.04,0.0
lingual-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pericalcarine-lh,0.0,0.0,0.08333333333333333,0.16666666666666666,0.0,0.5833333333333334,0.0,0.16666666666666666
rostralanteriorcingulate-lh,0.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.6428571428571429,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0.0,0.6666666666666666
