,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,postcentral-lh,precentral-lh,superiorfrontal-rh,superiorparietal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.1388888888888889,0.19444444444444445,0.0,0.08333333333333333,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.19444444444444445
inferiorparietal-rh,0.10869565217391304,0.2826086956521739,0.0,0.06521739130434782,0.15217391304347827,0.08695652173913043,0.13043478260869565,0.17391304347826086
parsopercularis-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
postcentral-lh,0.1,0.2,0.0,0.15,0.2,0.0,0.2,0.15
precentral-lh,0.12195121951219512,0.21951219512195122,0.0,0.07317073170731707,0.17073170731707318,0.0975609756097561,0.14634146341463414,0.17073170731707318
superiorfrontal-rh,0.14285714285714285,0.23809523809523808,0.0,0.0,0.14285714285714285,0.19047619047619047,0.047619047619047616,0.23809523809523808
superiorparietal-lh,0.11764705882352941,0.23529411764705882,0.0,0.08823529411764706,0.17647058823529413,0.058823529411764705,0.17647058823529413,0.14705882352941177
supramarginal-lh,0.11904761904761904,0.23809523809523808,0.0,0.07142857142857142,0.16666666666666666,0.09523809523809523,0.11904761904761904,0.19047619047619047
