,inferiorparietal-rh,parsopercularis-lh,postcentral-lh,precentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,supramarginal-lh
inferiorparietal-rh,0.21428571428571427,0.0,0.21428571428571427,0.125,0.05357142857142857,0.017857142857142856,0.21428571428571427,0.16071428571428573
parsopercularis-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
postcentral-lh,0.12244897959183673,0.0,0.30612244897959184,0.08163265306122448,0.030612244897959183,0.01020408163265306,0.22448979591836735,0.22448979591836735
precentral-lh,0.19444444444444445,0.0,0.16666666666666666,0.2222222222222222,0.08333333333333333,0.027777777777777776,0.16666666666666666,0.1388888888888889
rostralmiddlefrontal-lh,0.2,0.0,0.2,0.2,0.12,0.04,0.16,0.08
rostralmiddlefrontal-rh,0.17647058823529413,0.0,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.17647058823529413,0.058823529411764705
superiorparietal-lh,0.14606741573033707,0.0,0.25842696629213485,0.06741573033707865,0.033707865168539325,0.011235955056179775,0.25842696629213485,0.2247191011235955
supramarginal-lh,0.1038961038961039,0.0,0.2857142857142857,0.05194805194805195,0.012987012987012988,0.0,0.23376623376623376,0.3116883116883117
