,bankssts-lh,inferiorparietal-lh,inferiortemporal-lh,middletemporal-lh,parahippocampal-lh,superiortemporal-lh,temporalpole-rh,transversetemporal-lh
bankssts-lh,0.2398190045248869,0.18552036199095023,0.0,0.18099547511312217,0.08144796380090498,0.19457013574660634,0.00904977375565611,0.1085972850678733
inferiorparietal-lh,0.2193877551020408,0.2755102040816326,0.0,0.17857142857142858,0.04591836734693878,0.1836734693877551,0.0,0.09693877551020408
inferiortemporal-lh,0.0,0.0,0.6216216216216216,0.0,0.0,0.0,0.3783783783783784,0.0
middletemporal-lh,0.15311004784688995,0.1291866028708134,0.0,0.2583732057416268,0.11961722488038277,0.20574162679425836,0.0,0.1339712918660287
parahippocampal-lh,0.1037037037037037,0.037037037037037035,0.0,0.15555555555555556,0.26666666666666666,0.2,0.044444444444444446,0.1925925925925926
superiortemporal-lh,0.16055045871559634,0.14220183486238533,0.0,0.19724770642201836,0.12844036697247707,0.24770642201834864,0.009174311926605505,0.11467889908256881
temporalpole-rh,0.06153846153846154,0.0,0.2153846153846154,0.0,0.06153846153846154,0.0,0.6615384615384615,0.0
transversetemporal-lh,0.1393939393939394,0.10303030303030303,0.0,0.16363636363636364,0.18181818181818182,0.17575757575757575,0.006060606060606061,0.23030303030303031
