subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state,window
S10,Sess01,MOTOR_EXECUTION-LEFT,0.990515498652291,1.0000000000000038,0.9033847147349505,1.0760662342767295,bootstrap,critical,hrfwin_resp
S10,Sess01,MOTOR_EXECUTION-RIGHT,0.9914322844147406,1.0000000000000004,0.9002269562795878,1.0821693121693121,bootstrap,critical,hrfwin_resp
S10,Sess01,MOTOR_IMAGERY-LEFT,0.9984428024083196,1.0000000000000024,0.8934203612479474,1.1082060071154898,bootstrap,critical,hrfwin_resp
S10,Sess01,MOTOR_IMAGERY-RIGHT,0.9464580498866214,1.0000000000000004,0.8623217687074831,1.0357689342403626,bootstrap,subcritical,hrfwin_resp
S10,Sess01,MOTOR_EXECUTION,0.9909738915335158,1.0000000000000022,0.9018058355072691,1.0791177732230208,bootstrap,critical,hrfwin_resp
S10,Sess01,MOTOR_IMAGERY,0.9724504261474705,1.0000000000000013,0.8778710649777153,1.0719874706779262,bootstrap,critical,hrfwin_resp
S10,Sess01,LEFT,0.9944791505303053,1.000000000000003,0.898402537991449,1.0921361206961095,bootstrap,critical,hrfwin_resp
S10,Sess01,RIGHT,0.968945167150681,1.0000000000000004,0.8812743624935355,1.0589691232048373,bootstrap,critical,hrfwin_resp
S10,Sess01,LEFT_vs_RIGHT,0.025533983379624314,0.0,-0.1605665852133883,0.21086175820257402,bootstrap,delta,hrfwin_resp
S10,Sess01,IMAGERY_vs_EXECUTION,-0.018523465386045324,0.0,-0.20124670824530555,0.1701816351706571,bootstrap,delta,hrfwin_resp
S10,Sess01,ME_LEFT_vs_ME_RIGHT,-0.000916785762449579,0.0,-0.1787845974343616,0.17583927799714172,bootstrap,delta,hrfwin_resp
S10,Sess01,MI_LEFT_vs_MI_RIGHT,0.05198475252169821,0.0,-0.1423485729924152,0.24588423840800666,bootstrap,delta,hrfwin_resp
