,Fp1,TP9,P7,O1,Fp2,AF7,P5,PO7
Fp1,0.5948502364687336,0.0,0.0,0.0,0.4051497635312664,0.0,0.0,0.0
TP9,0.0,0.33418891170431214,0.0,0.0,0.0,0.0,0.3316221765913758,0.33418891170431214
P7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Fp2,0.35747021081576535,0.0,0.0,0.0,0.5265811182401466,0.11594867094408799,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.18634001484780996,0.8136599851521901,0.0,0.0
P5,0.0,0.33146067415730335,0.0,0.0,0.0,0.0,0.3345250255362615,0.33401430030643514
PO7,0.0,0.3313008130081301,0.0,0.0,0.0,0.0,0.3333333333333333,0.3353658536585366
