,Fp1,TP9,P7,FT10,F8,Fp2,AF7,AF8
Fp1,0.7683741648106904,0.0,0.0,0.0,0.0,0.23162583518930957,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.5046439628482973,0.0,0.0,0.4953560371517028
Fp2,0.5024154589371981,0.0,0.0,0.0,0.0,0.4975845410628019,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF8,0.0,0.0,0.0,0.0,0.4819277108433735,0.0,0.0,0.5180722891566265
