,Fp1,TP9,P7,FT10,F8,Fp2,AF7,AF8
Fp1,0.6712564543889845,0.0,0.0,0.0,0.0,0.3098106712564544,0.0,0.0189328743545611
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.5013927576601671,0.0,0.0,0.0,0.0,0.4986072423398329,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.1836734693877551,0.0,0.0,0.0,0.0,0.0,0.0,0.8163265306122449
