,caudalmiddlefrontal-rh,parsopercularis-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parsopercularis-lh,0.0,0.5357142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.17857142857142858
postcentral-rh,0.0,0.0,0.8095238095238095,0.0,0.19047619047619047,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.1935483870967742,0.0,0.3548387096774194,0.0,0.0,0.12903225806451613,0.3225806451612903
superiorfrontal-lh,0.0,0.0,0.13636363636363635,0.0,0.8636363636363636,0.0,0.0,0.0
superiorparietal-lh,0.0,0.0,0.08333333333333333,0.0,0.0,0.7083333333333334,0.20833333333333334,0.0
superiorparietal-rh,0.0,0.0,0.0,0.06451612903225806,0.0,0.22580645161290322,0.5806451612903226,0.12903225806451613
superiortemporal-lh,0.0,0.11538461538461539,0.0,0.3076923076923077,0.0,0.0,0.19230769230769232,0.38461538461538464
