,entorhinal-lh,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,medialorbitofrontal-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,temporalpole-lh
entorhinal-lh,0.92,0.0,0.08,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.3806818181818182,0.0,0.14772727272727273,0.2840909090909091,0.0,0.1875,0.0
frontalpole-rh,0.020618556701030927,0.0,0.7216494845360825,0.0,0.041237113402061855,0.09278350515463918,0.0,0.12371134020618557
lateraloccipital-rh,0.0,0.16296296296296298,0.0,0.34074074074074073,0.17037037037037037,0.0,0.32592592592592595,0.0
medialorbitofrontal-lh,0.0,0.22549019607843138,0.024509803921568627,0.1323529411764706,0.35294117647058826,0.0392156862745098,0.22549019607843138,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.12121212121212122,0.0,0.07575757575757576,0.803030303030303,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.14367816091954022,0.0,0.2471264367816092,0.2413793103448276,0.005747126436781609,0.3620689655172414,0.0
temporalpole-lh,0.03125,0.0,0.15625,0.0,0.0,0.0,0.0,0.8125
