,frontalpole-lh,frontalpole-rh,lateraloccipital-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parsorbitalis-lh,parsorbitalis-rh,temporalpole-lh
frontalpole-lh,0.5446428571428571,0.45535714285714285,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.30625,0.4875,0.09375,0.08125,0.03125,0.0,0.0,0.0
lateraloccipital-lh,0.0,0.12318840579710146,0.427536231884058,0.13043478260869565,0.2463768115942029,0.0,0.0,0.07246376811594203
lateralorbitofrontal-lh,0.0,0.0873015873015873,0.1111111111111111,0.5793650793650794,0.0,0.2222222222222222,0.0,0.0
medialorbitofrontal-lh,0.0,0.05263157894736842,0.2857142857142857,0.0,0.48120300751879697,0.0,0.007518796992481203,0.17293233082706766
parsorbitalis-lh,0.0,0.0,0.0,0.23809523809523808,0.0,0.7523809523809524,0.009523809523809525,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0379746835443038,0.0,0.9493670886075949,0.012658227848101266
temporalpole-lh,0.0,0.0,0.12,0.0,0.23,0.0,0.02,0.63
