,caudalanteriorcingulate-lh,cuneus-rh,frontalpole-rh,fusiform-rh,inferiortemporal-rh,parahippocampal-rh,pericalcarine-lh,superiorparietal-rh
caudalanteriorcingulate-lh,0.20512820512820512,0.18803418803418803,0.21367521367521367,0.0,0.0,0.0,0.18803418803418803,0.20512820512820512
cuneus-rh,0.2037037037037037,0.19444444444444445,0.2037037037037037,0.0,0.0,0.0,0.19444444444444445,0.2037037037037037
frontalpole-rh,0.19658119658119658,0.18803418803418803,0.21367521367521367,0.0,0.0,0.0,0.20512820512820512,0.19658119658119658
fusiform-rh,0.0,0.0,0.0,0.5555555555555556,0.0,0.4444444444444444,0.0,0.0
inferiortemporal-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
pericalcarine-lh,0.18867924528301888,0.1792452830188679,0.20754716981132076,0.0,0.0,0.0,0.2358490566037736,0.18867924528301888
superiorparietal-rh,0.20512820512820512,0.18803418803418803,0.21367521367521367,0.0,0.0,0.0,0.18803418803418803,0.20512820512820512
