,FT9,FC1,P7,CP6,AF3,C1,F6,AF8
FT9,0.37777777777777777,0.0,0.0,0.0,0.0,0.26666666666666666,0.35555555555555557,0.0
FC1,0.0,0.3055555555555556,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.19444444444444445
P7,0.0,0.06077348066298342,0.4530386740331492,0.0,0.16022099447513813,0.0,0.0,0.3259668508287293
CP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.07368421052631578,0.3157894736842105,0.0,0.29473684210526313,0.0,0.0,0.3157894736842105
C1,0.3356643356643357,0.0,0.0,0.0,0.0,0.32867132867132864,0.3356643356643357,0.0
F6,0.3657142857142857,0.0,0.0,0.0,0.0,0.2742857142857143,0.36,0.0
AF8,0.0,0.04938271604938271,0.38271604938271603,0.0,0.17901234567901234,0.0,0.0,0.3888888888888889
