,FT9,FC1,P7,CP6,AF3,C1,F6,AF8
FT9,0.4090909090909091,0.0,0.24431818181818182,0.0,0.0,0.0,0.3465909090909091,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.3359375,0.0,0.328125,0.0,0.0,0.0,0.3359375,0.0
CP6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.3719512195121951,0.0,0.2621951219512195,0.0,0.0,0.0,0.36585365853658536,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
