,FC1,Oz,CP6,F4,AF7,CPz,AF8,AF4
FC1,0.2669172932330827,0.0,0.0,0.0,0.16165413533834586,0.2706766917293233,0.22180451127819548,0.07894736842105263
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AF7,0.10922330097087378,0.0,0.0,0.0,0.41019417475728154,0.1262135922330097,0.12864077669902912,0.22572815533980584
CPz,0.11842105263157894,0.0,0.0,0.0,0.08223684210526316,0.6447368421052632,0.10855263157894737,0.046052631578947366
AF8,0.2210144927536232,0.0,0.0,0.0,0.18478260869565216,0.2463768115942029,0.2427536231884058,0.10507246376811594
AF4,0.08712121212121213,0.0,0.0,0.0,0.3522727272727273,0.10984848484848485,0.10984848484848485,0.3409090909090909
