,FC1,Oz,CP6,F4,AF7,CPz,AF8,AF4
FC1,0.44193548387096776,0.0,0.0,0.0,0.3193548387096774,0.0,0.0,0.23870967741935484
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AF7,0.21956521739130436,0.0,0.0,0.0,0.49782608695652175,0.0,0.0,0.2826086956521739
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.22822822822822822,0.0,0.0,0.0,0.39039039039039036,0.0,0.0,0.3813813813813814
