,entorhinal-lh,frontalpole-lh,frontalpole-rh,fusiform-lh,inferiortemporal-lh,parahippocampal-lh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.37272727272727274,0.004545454545454545,0.031818181818181815,0.05,0.17727272727272728,0.02727272727272727,0.3090909090909091,0.02727272727272727
frontalpole-lh,0.06521739130434782,0.5869565217391305,0.06521739130434782,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.021739130434782608,0.0
frontalpole-rh,0.18055555555555555,0.013888888888888888,0.3333333333333333,0.18055555555555555,0.0,0.25,0.041666666666666664,0.0
fusiform-lh,0.08214285714285714,0.014285714285714285,0.060714285714285714,0.325,0.16428571428571428,0.28214285714285714,0.05,0.02142857142857143
inferiortemporal-lh,0.21794871794871795,0.017094017094017096,0.0,0.1452991452991453,0.2948717948717949,0.10683760683760683,0.2094017094017094,0.008547008547008548
parahippocampal-lh,0.0749063670411985,0.0149812734082397,0.08239700374531835,0.3146067415730337,0.13857677902621723,0.31086142322097376,0.04119850187265917,0.02247191011235955
temporalpole-lh,0.31313131313131315,0.0,0.005050505050505051,0.030303030303030304,0.18686868686868688,0.015151515151515152,0.3838383838383838,0.06565656565656566
temporalpole-rh,0.016666666666666666,0.0,0.0,0.16666666666666666,0.016666666666666666,0.16666666666666666,0.08333333333333333,0.55
