,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-rh,temporalpole-rh
caudalanteriorcingulate-lh,0.47098402018502944,0.16989066442388562,0.13372582001682085,0.09251471825063078,0.0,0.0,0.1328847771236333,0.0
frontalpole-lh,0.19525547445255476,0.3968978102189781,0.17335766423357665,0.19160583941605838,0.04105839416058394,0.0,0.0018248175182481751,0.0
frontalpole-rh,0.16200578592092574,0.17743490838958534,0.5631629701060752,0.055930568948891035,0.0,0.0,0.0,0.041465766634522665
medialorbitofrontal-lh,0.12304483837330553,0.21897810218978103,0.06465067778936393,0.5203336809176226,0.05213764337851929,0.0,0.020855057351407715,0.0
parahippocampal-lh,0.0,0.060571428571428575,0.002285714285714286,0.064,0.664,0.1737142857142857,0.0,0.03542857142857143
parahippocampal-rh,0.0,0.0,0.0,0.0,0.19903498190591074,0.7117008443908324,0.05186972255729795,0.03739445114595899
rostralanteriorcingulate-rh,0.18045112781954886,0.0,0.0,0.020050125313283207,0.0,0.05889724310776942,0.6203007518796992,0.12030075187969924
temporalpole-rh,0.0,0.0,0.051807228915662654,0.0,0.03975903614457831,0.03975903614457831,0.1180722891566265,0.7506024096385542
