,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F8,Fp2,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.07231920199501247,0.0,0.0,0.03366583541147132,0.0012468827930174563,0.0,0.0,0.0,0.0,0.0,0.0,0.04488778054862843,0.007481296758104738,0.004987531172069825,0.0,0.011221945137157107,0.029925187032418952,0.0012468827930174563,0.05860349127182045,0.03366583541147132,0.0,0.0,0.057356608478802994,0.0,0.043640897755610975,0.018703241895261846,0.0,0.0,0.016209476309226933,0.0,0.06982543640897755,0.06359102244389027,0.0012468827930174563,0.07356608478802992,0.0,0.05361596009975062,0.0,0.011221945137157107,0.0,0.059850374064837904,0.029925187032418952,0.011221945137157107,0.07356608478802992,0.0,0.04488778054862843,0.0,0.0012468827930174563,0.003740648379052369,0.02119700748129676,0.0,0.0,0.0,0.0,0.02119700748129676,0.004987531172069825,0.0,0.0,0.017456359102244388,0.0,0.0,0.0,0.0024937655860349127
Fz,0.0,0.044915254237288135,0.0,0.0,0.005932203389830509,0.036440677966101696,0.04745762711864407,0.022033898305084745,0.000847457627118644,0.0423728813559322,0.03728813559322034,0.0,0.00847457627118644,0.0288135593220339,0.03305084745762712,0.0,0.0,0.010169491525423728,0.0,0.0,0.02288135593220339,0.030508474576271188,0.0,0.01864406779661017,0.002542372881355932,0.0,0.030508474576271188,0.012711864406779662,0.005084745762711864,0.027966101694915254,0.0,0.0,0.03220338983050847,0.0,0.02711864406779661,0.0,0.012711864406779662,0.007627118644067797,0.029661016949152543,0.000847457627118644,0.002542372881355932,0.007627118644067797,0.0,0.03728813559322034,0.003389830508474576,0.03305084745762712,0.02711864406779661,0.007627118644067797,0.0,0.007627118644067797,0.03220338983050847,0.04576271186440678,0.025423728813559324,0.0,0.011016949152542373,0.025423728813559324,0.03559322033898305,0.0,0.03898305084745763,0.012711864406779662,0.038135593220338986,0.029661016949152543
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.055327868852459015,0.0,0.0,0.05327868852459016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055327868852459015,0.006147540983606557,0.0020491803278688526,0.0,0.018442622950819672,0.0430327868852459,0.0,0.055327868852459015,0.045081967213114756,0.0,0.0,0.05327868852459016,0.0,0.045081967213114756,0.030737704918032786,0.0,0.0,0.020491803278688523,0.0,0.055327868852459015,0.055327868852459015,0.0,0.055327868852459015,0.0,0.055327868852459015,0.0,0.012295081967213115,0.0,0.05327868852459016,0.0389344262295082,0.00819672131147541,0.055327868852459015,0.0,0.040983606557377046,0.0,0.0,0.0,0.030737704918032786,0.0,0.0,0.0,0.0,0.02459016393442623,0.0020491803278688526,0.0,0.0,0.028688524590163935,0.0,0.0,0.0,0.0
FT9,0.007772020725388601,0.012953367875647668,0.0,0.0,0.038860103626943004,0.025906735751295335,0.015544041450777202,0.0051813471502590676,0.0,0.010362694300518135,0.023316062176165803,0.007772020725388601,0.04145077720207254,0.04145077720207254,0.010362694300518135,0.0,0.0051813471502590676,0.038860103626943004,0.015544041450777202,0.0,0.015544041450777202,0.025906735751295335,0.025906735751295335,0.0,0.03367875647668394,0.0,0.010362694300518135,0.018134715025906734,0.04145077720207254,0.03367875647668394,0.010362694300518135,0.012953367875647668,0.038860103626943004,0.012953367875647668,0.025906735751295335,0.0051813471502590676,0.03367875647668394,0.04145077720207254,0.007772020725388601,0.02849740932642487,0.0,0.0,0.0025906735751295338,0.015544041450777202,0.0,0.015544041450777202,0.0025906735751295338,0.04145077720207254,0.0025906735751295338,0.0,0.007772020725388601,0.018134715025906734,0.0025906735751295338,0.0,0.04145077720207254,0.0025906735751295338,0.018134715025906734,0.0,0.015544041450777202,0.03367875647668394,0.015544041450777202,0.04145077720207254
FC5,0.0,0.03355704697986577,0.0,0.0,0.010067114093959731,0.041107382550335574,0.03607382550335571,0.02097315436241611,0.0008389261744966443,0.031879194630872486,0.03942953020134228,0.0,0.012583892617449664,0.03607382550335571,0.02936241610738255,0.0,0.0,0.014261744966442953,0.0008389261744966443,0.0,0.022651006711409395,0.03355704697986577,0.0041946308724832215,0.015939597315436243,0.006711409395973154,0.0,0.028523489932885907,0.013422818791946308,0.009228187919463088,0.031879194630872486,0.0,0.0,0.03942953020134228,0.0,0.030201342281879196,0.0,0.016778523489932886,0.01174496644295302,0.026845637583892617,0.0050335570469798654,0.0,0.0041946308724832215,0.0,0.034395973154362415,0.0,0.031879194630872486,0.02348993288590604,0.01174496644295302,0.0,0.007550335570469799,0.028523489932885907,0.03691275167785235,0.02181208053691275,0.0,0.015100671140939598,0.02181208053691275,0.03523489932885906,0.0,0.03523489932885906,0.016778523489932886,0.03523489932885906,0.03691275167785235
FC1,0.0,0.044009779951100246,0.0,0.0,0.006519967400162999,0.037489812550937245,0.05297473512632437,0.021189894050529748,0.0008149959250203749,0.042379788101059496,0.03830480847595762,0.0,0.008964955175224124,0.03015484922575387,0.03178484107579462,0.0,0.0,0.010594947025264874,0.0,0.0,0.022004889975550123,0.03015484922575387,0.0008149959250203749,0.017929910350448247,0.0032599837000814994,0.0,0.029339853300733496,0.013039934800325998,0.0057049714751426246,0.027709861450692746,0.0,0.0,0.03341483292583537,0.0,0.02689486552567237,0.0,0.013039934800325998,0.008149959250203748,0.02852485737571312,0.0016299918500407497,0.0024449877750611247,0.007334963325183374,0.0,0.035859820700896494,0.0032599837000814994,0.03178484107579462,0.026079869600651995,0.008149959250203748,0.0,0.007334963325183374,0.030969845150774247,0.04645476772616137,0.02444987775061125,0.0,0.011409942950285249,0.02444987775061125,0.03504482477587612,0.0,0.037489812550937245,0.013039934800325998,0.03667481662591687,0.030969845150774247
C3,0.0,0.035202086049543675,0.0,0.0,0.005215123859191656,0.035202086049543675,0.035202086049543675,0.03259452411994785,0.001303780964797914,0.035202086049543675,0.035202086049543675,0.0,0.009126466753585397,0.024771838331160364,0.035202086049543675,0.0,0.0,0.011734028683181226,0.0,0.0,0.028683181225554105,0.02998696219035202,0.0,0.024771838331160364,0.0,0.0,0.035202086049543675,0.01564537157757497,0.003911342894393742,0.024771838331160364,0.0,0.0,0.02998696219035202,0.0,0.027379400260756193,0.0,0.01564537157757497,0.007822685788787484,0.035202086049543675,0.0,0.0,0.00651890482398957,0.0,0.035202086049543675,0.0,0.035202086049543675,0.03259452411994785,0.007822685788787484,0.0,0.011734028683181226,0.035202086049543675,0.035202086049543675,0.03259452411994785,0.0,0.01303780964797914,0.03259452411994785,0.035202086049543675,0.0,0.035202086049543675,0.01564537157757497,0.035202086049543675,0.02607561929595828
T7,0.0,0.03076923076923077,0.0,0.0,0.0,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.015384615384615385,0.03076923076923077,0.03076923076923077,0.0,0.0,0.03076923076923077,0.03076923076923077,0.0,0.0,0.0,0.0,0.0,0.03076923076923077,0.03076923076923077,0.0,0.03076923076923077,0.0,0.0,0.03076923076923077,0.03076923076923077,0.0,0.03076923076923077,0.0,0.0,0.03076923076923077,0.0,0.03076923076923077,0.0,0.03076923076923077,0.0,0.03076923076923077,0.0,0.0,0.03076923076923077,0.0,0.03076923076923077,0.0,0.03076923076923077,0.03076923076923077,0.0,0.0,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.0,0.0,0.03076923076923077,0.03076923076923077,0.0,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.03076923076923077
TP9,0.0,0.047660311958405546,0.0,0.0,0.005199306759098787,0.03552859618717504,0.047660311958405546,0.022530329289428077,0.0008665511265164644,0.045060658578856154,0.036395147313691506,0.0,0.00779896013864818,0.02772963604852686,0.033795493934142114,0.0,0.0,0.009532062391681109,0.0,0.0,0.022530329289428077,0.030329289428076257,0.0,0.019064124783362217,0.0017331022530329288,0.0,0.03119584055459272,0.012131715771230503,0.004332755632582322,0.02772963604852686,0.0,0.0,0.03119584055459272,0.0,0.026863084922010397,0.0,0.012131715771230503,0.006932409012131715,0.030329289428076257,0.0,0.0034662045060658577,0.008665511265164644,0.0,0.03726169844020797,0.004332755632582322,0.03292894280762565,0.02859618717504333,0.006932409012131715,0.0,0.00779896013864818,0.033795493934142114,0.04419410745233969,0.026863084922010397,0.0,0.010398613518197574,0.026863084922010397,0.03552859618717504,0.0,0.038128249566724434,0.012131715771230503,0.03726169844020797,0.02859618717504333
