,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F8,Fp2,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.06713780918727916,0.0,0.0,0.0,0.0,0.028268551236749116,0.045936395759717315,0.0636042402826855,0.0,0.0176678445229682,0.0636042402826855,0.0,0.0,0.0706713780918728,0.0,0.0,0.0,0.04240282685512368,0.03180212014134275,0.0,0.0,0.0,0.0,0.0176678445229682,0.0,0.0,0.0,0.0,0.05653710247349823,0.0,0.0636042402826855,0.0,0.0,0.02120141342756184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053003533568904596,0.0,0.0,0.0706713780918728,0.0,0.04240282685512368,0.05653710247349823,0.06713780918727916,0.0353356890459364,0.0,0.0,0.053003533568904596,0.0,0.03180212014134275,0.0,0.0,0.0
Fz,0.0,0.036395147313691506,0.0,0.0017331022530329288,0.005199306759098787,0.03119584055459272,0.024263431542461005,0.024263431542461005,0.0,0.03466204506065858,0.012131715771230503,0.005199306759098787,0.0,0.0,0.01733102253032929,0.024263431542461005,0.012131715771230503,0.03292894280762565,0.029462738301559793,0.010398613518197574,0.010398613518197574,0.0,0.03292894280762565,0.03292894280762565,0.0,0.010398613518197574,0.025996533795493933,0.010398613518197574,0.0,0.01386481802426343,0.0,0.0,0.03119584055459272,0.0,0.0,0.0,0.022530329289428077,0.01733102253032929,0.02079722703639515,0.0,0.036395147313691506,0.03119584055459272,0.036395147313691506,0.036395147313691506,0.02079722703639515,0.025996533795493933,0.0017331022530329288,0.012131715771230503,0.01386481802426343,0.005199306759098787,0.02772963604852686,0.022530329289428077,0.022530329289428077,0.03119584055459272,0.0,0.038128249566724434,0.025996533795493933,0.006932409012131715,0.03292894280762565,0.0,0.03119584055459272,0.010398613518197574
F3,0.0,0.003552397868561279,0.047957371225577264,0.015985790408525755,0.05150976909413854,0.0,0.0,0.0,0.03907637655417407,0.0,0.0,0.04262877442273535,0.0017761989342806395,0.0,0.04440497335701599,0.035523978685612786,0.04262877442273535,0.0,0.0,0.047957371225577264,0.04262877442273535,0.014209591474245116,0.0,0.0,0.04262877442273535,0.04440497335701599,0.017761989342806393,0.04262877442273535,0.0017761989342806395,0.008880994671403197,0.0,0.046181172291296625,0.0,0.0,0.0,0.0,0.028419182948490232,0.04440497335701599,0.04085257548845471,0.008880994671403197,0.0,0.0,0.0,0.0,0.0017761989342806395,0.0,0.04440497335701599,0.03374777975133215,0.0,0.035523978685612786,0.0,0.0,0.0,0.0,0.019538188277087035,0.003552397868561279,0.0,0.047957371225577264,0.0,0.028419182948490232,0.012433392539964476,0.015985790408525755
F7,0.0,0.011029411764705883,0.029411764705882353,0.03308823529411765,0.03676470588235294,0.0,0.0,0.0,0.025735294117647058,0.0,0.0,0.03676470588235294,0.003676470588235294,0.0,0.03676470588235294,0.03676470588235294,0.03676470588235294,0.0,0.0,0.03676470588235294,0.03676470588235294,0.029411764705882353,0.0,0.0,0.029411764705882353,0.03676470588235294,0.03676470588235294,0.03676470588235294,0.0,0.022058823529411766,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.03676470588235294,0.03676470588235294,0.03676470588235294,0.01838235294117647,0.003676470588235294,0.0,0.003676470588235294,0.003676470588235294,0.007352941176470588,0.0,0.03308823529411765,0.03676470588235294,0.0,0.03676470588235294,0.0,0.0,0.0,0.0,0.029411764705882353,0.011029411764705883,0.0,0.03676470588235294,0.0,0.022058823529411766,0.029411764705882353,0.03676470588235294
FT9,0.0,0.006596306068601583,0.03562005277044855,0.011873350923482849,0.051451187335092345,0.0,0.0,0.0,0.029023746701846966,0.002638522427440633,0.0,0.03562005277044855,0.0013192612137203166,0.0,0.048812664907651716,0.04221635883905013,0.047493403693931395,0.0013192612137203166,0.0,0.051451187335092345,0.044854881266490766,0.010554089709762533,0.0013192612137203166,0.0013192612137203166,0.0316622691292876,0.047493403693931395,0.029023746701846966,0.04617414248021108,0.0013192612137203166,0.010554089709762533,0.0,0.03430079155672823,0.0,0.0,0.0,0.0,0.036939313984168866,0.048812664907651716,0.04617414248021108,0.006596306068601583,0.00395778364116095,0.0,0.00395778364116095,0.00395778364116095,0.005277044854881266,0.0,0.032981530343007916,0.03562005277044855,0.0,0.029023746701846966,0.0,0.0,0.0,0.0,0.014511873350923483,0.006596306068601583,0.0,0.05013192612137203,0.0013192612137203166,0.021108179419525065,0.013192612137203167,0.0158311345646438
FC5,0.013831258644536652,0.022130013831258646,0.0,0.0,0.0,0.04149377593360996,0.03872752420470263,0.03872752420470263,0.0,0.03734439834024896,0.029045643153526972,0.0,0.0,0.017980636237897647,0.006915629322268326,0.012448132780082987,0.0027662517289073307,0.042876901798063624,0.042876901798063624,0.0013831258644536654,0.0013831258644536654,0.0,0.029045643153526972,0.03734439834024896,0.0,0.0013831258644536654,0.013831258644536652,0.0013831258644536654,0.006915629322268326,0.004149377593360996,0.009681881051175657,0.0,0.029045643153526972,0.004149377593360996,0.0,0.0,0.011065006915629323,0.006915629322268326,0.009681881051175657,0.0,0.030428769017980636,0.024896265560165973,0.029045643153526972,0.029045643153526972,0.009681881051175657,0.040110650069156296,0.0,0.0027662517289073307,0.030428769017980636,0.0,0.04149377593360996,0.03734439834024896,0.03734439834024896,0.042876901798063624,0.0,0.027662517289073305,0.040110650069156296,0.0,0.042876901798063624,0.0,0.017980636237897647,0.0013831258644536654
FC1,0.022091310751104567,0.017673048600883652,0.0,0.0,0.0,0.03829160530191458,0.045655375552282766,0.047128129602356406,0.0,0.033873343151693665,0.03829160530191458,0.0,0.0,0.026509572901325478,0.0014727540500736377,0.007363770250368188,0.0,0.044182621502209134,0.039764359351988215,0.0,0.0,0.0,0.025036818851251842,0.033873343151693665,0.0,0.0,0.008836524300441826,0.0,0.014727540500736377,0.0,0.017673048600883652,0.0,0.025036818851251842,0.008836524300441826,0.0,0.0,0.005891016200294551,0.0014727540500736377,0.004418262150220913,0.0,0.026509572901325478,0.020618556701030927,0.025036818851251842,0.025036818851251842,0.004418262150220913,0.047128129602356406,0.0,0.0,0.039764359351988215,0.0,0.044182621502209134,0.047128129602356406,0.047128129602356406,0.041237113402061855,0.0,0.023564064801178203,0.047128129602356406,0.0,0.039764359351988215,0.0,0.013254786450662739,0.0
C3,0.024968789013732832,0.0149812734082397,0.0,0.0,0.0,0.03245942571785269,0.03870162297128589,0.0686641697877653,0.0,0.02871410736579276,0.03745318352059925,0.0,0.0,0.02871410736579276,0.0012484394506866417,0.006242197253433208,0.0,0.05118601747815231,0.033707865168539325,0.0,0.0,0.0,0.02122347066167291,0.02871410736579276,0.0,0.0,0.00749063670411985,0.0,0.018726591760299626,0.0,0.02122347066167291,0.0,0.02122347066167291,0.00749063670411985,0.0,0.0,0.004993757802746567,0.0012484394506866417,0.003745318352059925,0.0,0.02247191011235955,0.017478152309612985,0.02122347066167291,0.02122347066167291,0.003745318352059925,0.05118601747815231,0.0,0.0,0.06117353308364544,0.0,0.03745318352059925,0.04244694132334582,0.07116104868913857,0.03495630461922597,0.0,0.019975031210986267,0.04744069912609238,0.0,0.033707865168539325,0.0,0.011235955056179775,0.0
T7,0.0,0.0020833333333333333,0.052083333333333336,0.016666666666666666,0.052083333333333336,0.0,0.0,0.0,0.05,0.0,0.0,0.03958333333333333,0.0020833333333333333,0.0,0.041666666666666664,0.03125,0.03958333333333333,0.0,0.0,0.04583333333333333,0.03958333333333333,0.016666666666666666,0.0,0.0,0.04791666666666667,0.041666666666666664,0.016666666666666666,0.03958333333333333,0.00625,0.008333333333333333,0.0,0.05416666666666667,0.0,0.0,0.0,0.0,0.022916666666666665,0.041666666666666664,0.0375,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.04583333333333333,0.029166666666666667,0.0,0.035416666666666666,0.0,0.0,0.0,0.0,0.022916666666666665,0.0020833333333333333,0.0,0.04583333333333333,0.0,0.03333333333333333,0.0125,0.016666666666666666
TP9,0.009668508287292817,0.024861878453038673,0.0,0.0,0.0,0.04005524861878453,0.034530386740331494,0.034530386740331494,0.0,0.04005524861878453,0.024861878453038673,0.0,0.0,0.013812154696132596,0.009668508287292817,0.015193370165745856,0.0055248618784530384,0.04143646408839779,0.03867403314917127,0.004143646408839779,0.004143646408839779,0.0,0.031767955801104975,0.04005524861878453,0.0,0.004143646408839779,0.016574585635359115,0.004143646408839779,0.0027624309392265192,0.006906077348066298,0.0055248618784530384,0.0,0.03038674033149171,0.0,0.0,0.0,0.013812154696132596,0.009668508287292817,0.012430939226519336,0.0,0.03314917127071823,0.026243093922651933,0.031767955801104975,0.031767955801104975,0.012430939226519336,0.03591160220994475,0.0,0.0055248618784530384,0.026243093922651933,0.0,0.03729281767955801,0.03314917127071823,0.03314917127071823,0.04005524861878453,0.0,0.03038674033149171,0.03591160220994475,0.0013812154696132596,0.04143646408839779,0.0,0.020718232044198894,0.004143646408839779
