,entorhinal-lh,fusiform-lh,insula-lh,lateralorbitofrontal-lh,middletemporal-lh,parahippocampal-lh,temporalpole-lh,temporalpole-rh
entorhinal-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fusiform-lh,0.0,0.5107913669064749,0.0,0.0,0.1366906474820144,0.2805755395683453,0.07194244604316546,0.0
insula-lh,0.0,0.0,0.48717948717948717,0.3076923076923077,0.05128205128205128,0.0,0.0,0.15384615384615385
lateralorbitofrontal-lh,0.0,0.0,0.2155688622754491,0.4550898203592814,0.005988023952095809,0.0,0.005988023952095809,0.31736526946107785
middletemporal-lh,0.0,0.17543859649122806,0.03508771929824561,0.0,0.6052631578947368,0.02631578947368421,0.10526315789473684,0.05263157894736842
parahippocampal-lh,0.0,0.2916666666666667,0.0,0.0,0.008333333333333333,0.7,0.0,0.0
temporalpole-lh,0.0,0.12,0.0,0.0,0.16,0.0,0.66,0.06
temporalpole-rh,0.0,0.0,0.09395973154362416,0.3221476510067114,0.040268456375838924,0.0,0.053691275167785234,0.4899328859060403
