,bankssts-lh,cuneus-lh,cuneus-rh,frontalpole-lh,frontalpole-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,transversetemporal-lh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cuneus-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cuneus-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,0.0,0.4482758620689655,0.0,0.022988505747126436,0.41379310344827586,0.11494252873563218
frontalpole-rh,0.0,0.0,0.0,0.0,0.8717948717948718,0.1282051282051282,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.21875,0.6875,0.09375,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.3764705882352941,0.011764705882352941,0.058823529411764705,0.43529411764705883,0.11764705882352941
transversetemporal-lh,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.42857142857142855
