,CP5,P7,P8,TP10,P5,PO8,P6,TP8
CP5,0.3333333333333333,0.0,0.2777777777777778,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.05555555555555555
P7,0.0,0.17647058823529413,0.0,0.20588235294117646,0.0,0.20588235294117646,0.20588235294117646,0.20588235294117646
P8,0.15217391304347827,0.0,0.8043478260869565,0.0,0.043478260869565216,0.0,0.0,0.0
TP10,0.0,0.04375,0.0,0.23125,0.025,0.2375,0.23125,0.23125
P5,0.03225806451612903,0.0,0.0,0.1935483870967742,0.1935483870967742,0.1935483870967742,0.1935483870967742,0.1935483870967742
PO8,0.0,0.04375,0.0,0.23125,0.025,0.2375,0.23125,0.23125
P6,0.0,0.04375,0.0,0.23125,0.025,0.2375,0.23125,0.23125
TP8,0.0,0.04375,0.0,0.23125,0.025,0.2375,0.23125,0.23125
