,CP5,P7,P8,TP10,Fp2,P5,PO7,TP8
CP5,0.2708333333333333,0.0,0.0,0.0,0.3125,0.25,0.16666666666666666,0.0
P7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.19718309859154928,0.0,0.0,0.0,0.5211267605633803,0.16901408450704225,0.11267605633802817,0.0
P5,0.2727272727272727,0.0,0.0,0.0,0.29545454545454547,0.25,0.18181818181818182,0.0
PO7,0.2647058823529412,0.0,0.0,0.0,0.2647058823529412,0.2647058823529412,0.20588235294117646,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
