,CP5,P7,O1,P8,Fp2,CP3,P5,AF4
CP5,0.35294117647058826,0.0,0.0,0.0,0.0,0.29411764705882354,0.35294117647058826,0.0
P7,0.0,0.5294117647058824,0.47058823529411764,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.3448275862068966,0.6551724137931034,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP3,0.3103448275862069,0.0,0.0,0.0,0.0,0.3448275862068966,0.3448275862068966,0.0
P5,0.35135135135135137,0.0,0.0,0.0,0.0,0.2972972972972973,0.35135135135135137,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
