,parsopercularis-lh,parstriangularis-rh,postcentral-lh,precentral-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh
parsopercularis-lh,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.11142857142857143,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.11714285714285715
parstriangularis-rh,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.11142857142857143,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.11714285714285715
postcentral-lh,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.11142857142857143,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.11714285714285715
precentral-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
rostralmiddlefrontal-lh,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.11142857142857143,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.11714285714285715
superiorfrontal-lh,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.11142857142857143,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.11714285714285715
superiorfrontal-rh,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.11142857142857143,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.11714285714285715
superiorparietal-lh,0.12539184952978055,0.12539184952978055,0.12539184952978055,0.12225705329153605,0.12539184952978055,0.12539184952978055,0.12539184952978055,0.12539184952978055
